Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation? If the answer is ""None of these,"" leave the rest of the answers blank.","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,"Select at least one option every time. Which HUC 6 watershed(s) did the study take place? IF it includes a whole state select the state, IF it includes ALL of the watersheds within the CRB select the appropriate box (US. vs. Canada vs. both). IF it is all of one state and part of another, select the whole state and then select the individual HUC6s from the other state. See codebook.","Enter place name and GPS points if they are easily identifiable (e.g., study includes point data). Separate multiple points with a semi-colon. See codebook for format details. Example: Wallowa Mountains; 45.180 , -117.480; Yellowstone National Park; 44.584418,-111.0758737",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
6/17/2018 12:08:49,PE,Mountain pine beetle and forest carbon feedback to climate change,301,Impacts,Yes,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",All in CRB Canada,NA/Not appropriate for point data,NA,Forestry,"Temperature, Pests and disease, Species range shifts, Wildfire, Timber production/Silviculture, Management, Carbon Emissions, Carbon Cycle",NA,NA,NA,Yes
5/9/2018 20:14:13,MF,Mountain pine beetle and forest carbon feedback to climate change,301,Impacts,Yes,Yes,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",All in CRB Canada,NA/Not appropriate for point data,NA,"Meteorology and Climatology, Biology","Temperature, Precipitation, Pests and disease, Species range shifts, Carbon Emissions",NA,NA,NA,No
5/8/2018 1:16:42,MF,Anticipated climate warming effects on bull trout habitats and populations across the interior Columbia River basin,302,Impacts,Yes,No,Freshwater: streams and rivers,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Ecology,"Temperature, Streamflow/stream forecasting, Water quality, Non-anadromous fish, Aquatic habitat, Species range shifts",NA,NA,NA,No
5/3/2018 12:37:46,AM,Anticipated climate warming effects on bull trout habitats and populations across the interior Columbia River basin,302,Impacts,Yes,No,Freshwater: streams and rivers,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,"Biology, Ecology","Temperature, Non-anadromous fish, Aquatic habitat",NA,NA,NA,No
5/21/2018 14:14:20,AM,"Food habits of wolverine Gulo gulo in montane ecosystems of British Columbia, Canada",303,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mentions climate change in the abstract but nowhere else.,NA,NA,NA
5/9/2018 16:01:09,MF,"Food habits of wolverine Gulo gulo in montane ecosystems of British Columbia, Canada",303,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/5/2018 11:33:04,AM,Mountain hydrology of the western United States,304,Adaptation,No,No,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,Hydrology,"Temperature, Precipitation, Snow, Water quantity",NA,NA,Review/description of science needs in mountain hydrology of western US in modern conditions (including climate change),No
5/9/2018 12:10:07,MF,Mountain hydrology of the western United States,304,Adaptation,No,No,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Groundwater, Management",NA,NA,NA,No
5/21/2018 14:15:43,AM,"Foliar nitrogen patterns following stand-replacing fire in lodgepole pine (Pinus contorta var. latifolia) forests of the Rocky Mountains, USA",305,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mentions climate change once, but not really about climate change.",NA,NA,NA
5/9/2018 16:04:10,MF,"Foliar nitrogen patterns following stand-replacing fire in lodgepole pine (Pinus contorta var. latifolia) forests of the Rocky Mountains, USA",305,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2018 10:27:11,SH,A test of high-dose verbenone for stand-level protection of lodgepole and whitebark pine from mountain pine beetle (Coleoptera : Curculionidae : Scolytinae) attacks,306,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/2018 12:27:26,MF,A test of high-dose verbenone for stand-level protection of lodgepole and whitebark pine from mountain pine beetle (Coleoptera : Curculionidae : Scolytinae) attacks,306,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/18/2018 10:08:22,PE,Flow regime alterations under changing climate in two river basins: Implications for freshwater ecosystems,307,Impacts,Yes,No,Freshwater: streams and rivers,"100 km2 - 1,500 km2",0300 - Yakima,"47.1935566,-123.1729634",NA,"Hydrology, Ecology","Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quality, Water quantity, Salmon/anadromous fish, Non-anadromous fish, Aquatic habitat, Management",NA,NA,NA,Yes
5/9/2018 20:20:06,MF,Flow regime alterations under changing climate in two river basins: Implications for freshwater ecosystems,307,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",0300 - Yakima,"Study includes one case study point in the CRB and many others across the country or international, Cle Elum River, Washington, 47.2113854,-121.0686244",NA,Hydrology,"Temperature, Precipitation, Streamflow/stream forecasting, River geomorphology and restoration, Aquatic habitat, Management",NA,NA,NA,No
5/8/2018 1:20:38,MF,Declining mountain snowpack in western north America,308,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,"Meteorology and Climatology, Hydrology","Precipitation, Snow, Climate Oscilations (ENSO, PDO)",NA,NA,NA,No
5/3/2018 12:40:19,AM,Declining mountain snowpack in western north America,308,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO)",NA,NA,NA,No
7/5/2018 8:58:27,CC,Fire-induced erosion and millennialscale climate change in northern ponderosa pine forests,309,Impacts,No,Yes,Forest: temperate,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"Northern Yellowstone NP; 44.802900, -110.948746",NA,Forestry,"Temperature, Precipitation, Wildfire, Timber production/Silviculture, Forest Ecology, Dendrochronology",NA,NA,NA,No
5/9/2018 12:18:05,MF,Fire-induced erosion and millennialscale climate change in northern ponderosa pine forests,309,Impacts,No,Yes,Forest: temperate,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","0401 - Snake headwaters (Yellowstone NP and Tetons NP), 0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)","Boise River, 43.8207316,-117.0960299; Yellowstone, 44.3496074,-110.7519439",NA,"Forestry, Ecology","Temperature, Precipitation, Wildfire, Dendrochronology",NA,NA,NA,Yes
5/21/2018 14:17:54,AM,Characteristics of the western United States snowpack from snowpack telemetry (SNOTEL) data,310,Impacts,No,No,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow",NA,NA,NA,No
5/9/2018 16:08:36,MF,Characteristics of the western United States snowpack from snowpack telemetry (SNOTEL) data,310,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),This study includes a case study map with more than 5 study locations over large extent,NA,"Meteorology and Climatology, Hydrology","Precipitation, Snow",NA,NA,NA,No
7/5/2018 10:55:34,AM,"Carbon implications of current and future effects of drought, fire and management on Pacific Northwest forests",311,Mitigation,Yes,Yes,Forest: temperate,Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,"Forestry, Ecology","Temperature, Precipitation, Wildfire, Forest Ecology, Carbon Emissions, Carbon Cycle",NA,NA,NA,No
5/9/2018 12:27:02,MF,"Carbon implications of current and future effects of drought, fire and management on Pacific Northwest forests",311,Mitigation,No,No,N/A (not biome specific or all biomes - see codebook),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,"Meteorology and Climatology, Forestry, Biology","Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Management, Carbon Emissions",NA,NA,NA,No
6/8/2018 10:29:54,SH,Projected Future Vegetation Changes for the Northwest United States and Southwest Canada at a Fine Spatial Resolution Using a Dynamic Global Vegetation Model,312,Impacts,Yes,NA,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Forest Ecology, Vegetation",NA,NA,NA,No
5/15/2018 12:33:20,MF,Projected Future Vegetation Changes for the Northwest United States and Southwest Canada at a Fine Spatial Resolution Using a Dynamic Global Vegetation Model,312,Impacts,Yes,No,"Alpine/tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert",Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Ecology,"Species range shifts, Forest Ecology, Management, Plant ecology",NA,NA,NA,No
6/18/2018 10:19:23,PE,Sensitivity of soil water availability to changing snowmelt timing in the western US,313,Impacts,No,No,N/A (not biome specific or all biomes - see codebook),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB U.S. (if this is selected then do NOT select the states as well),This study includes a case study map with more than 5 study locations over large extent,NA,Hydrology,"Precipitation, Snow, Streamflow/stream forecasting, Groundwater, Water quantity, Soils",NA,NA,NA,No
5/9/2018 20:29:13,MF,Sensitivity of soil water availability to changing snowmelt timing in the western US,313,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,"Meteorology and Climatology, Hydrology","Snow, Soils",NA,NA,NA,No
5/8/2018 15:15:30,MF,Snow cover variability in a forest ecotone of the Oregon Cascades via MODIS Terra products,314,Impacts,No,Yes,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",0900 - Willamette (HJ Andrews Experimental Forest),NA/Not appropriate for point data,NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO)",NA,NA,NA,NA
5/3/2018 12:47:21,AM,Snow cover variability in a forest ecotone of the Oregon Cascades via MODIS Terra products,314,Impacts,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",0900 - Willamette (HJ Andrews Experimental Forest),NA/Not appropriate for point data,NA,Hydrology,"Snow, Climate Oscilations (ENSO, PDO)",NA,NA,NA,No
5/22/2018 14:14:48,AM,"Epiphytic macrolichen indication of air quality and climate in interior forested mountains of the Pacific Northwest, USA",315,Impacts,No,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Forest Ecology, Air quality; lichen",NA,NA,NA,Yes
5/9/2018 16:16:45,MF,"Epiphytic macrolichen indication of air quality and climate in interior forested mountains of the Pacific Northwest, USA",315,Impacts,No,Yes,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","0101 - Kootenai, 0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0103 - Spokane, 0200 - Upper Columbia, 0601 - Lower Snake, 0602 - Salmon (includes Bitterroot Mt.s), 0603 - Clearwater (Includes Bitterroot Mt.s), 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia (Southeast Mount Rainier)",NA,NA,Biology,"Temperature, Precipitation, Species range shifts, air pollution",NA,NA,NA,Yes
7/5/2018 9:08:05,CC,A range-wide occupancy estimate and habitat model for the endangered Point Arena mountain beaver (Aplodontia rufa nigra),316,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,california,NA,NA,NA
5/9/2018 12:42:45,MF,A range-wide occupancy estimate and habitat model for the endangered Point Arena mountain beaver (Aplodontia rufa nigra),316,Not in the CRB,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2018 12:26:33,SH,Mountain landscapes offer few opportunities for high-elevation tree species migration,317,Impacts,Yes,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Species range shifts, Forest Ecology",NA,NA,NA,Yes
5/15/2018 12:41:43,MF,Mountain landscapes offer few opportunities for high-elevation tree species migration,317,Impacts,Yes,No,"Alpine/tundra, Forest: temperate",Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Ecology,"Species range shifts, Forest Ecology",NA,NA,NA,No
6/18/2018 10:27:00,PE,How will orographic precipitation respond to surface warming? An idealized thermodynamic perspective,318,Impacts,No,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All Oregon,NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, WIND, ELEVATION",NA,NA,NA,No
5/9/2018 20:41:52,MF,How will orographic precipitation respond to surface warming? An idealized thermodynamic perspective,318,Not in the CRB,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/2018 15:21:42,MF,"A spatiotemporal pattern analysis of historical mountain pine beetle outbreaks in British Columbia, Canada",319,Impacts,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",All in CRB Canada,NA/Not appropriate for point data,NA,Ecology,"Temperature, Species Invasion, Pests and disease, Species range shifts, Forest Ecology",NA,NA,NA,No
5/3/2018 12:50:28,AM,"A spatiotemporal pattern analysis of historical mountain pine beetle outbreaks in British Columbia, Canada",319,Impacts,No,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB Canada,NA/Not appropriate for point data,NA,"Biology, Ecology","Temperature, Pests and disease, Forest Ecology",NA,NA,NA,No
5/22/2018 14:43:33,AM,"Temporal Trend Analyses of Alpine Data Using North American Regional Reanalysis and In Situ Data: Temperature, Wind Speed, Precipitation, and Derived Blowing Snow",320,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
