Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it most address climate change impacts, adaptation, or mitigation? If the answer is ""None of these"", leave the rest of the answers blank.","If this paper addresses impacts then select the type of impact. If not, skip the question.","What is the spatial resolution of data in this paper? (i.e., minimum unit of observation)",What is the spatial extent of data in this paper? ,"Where was the study conducted? Please copy-paste coordinates of your best approximation of the study location in google maps. If you click something besides ""other"", then no need to fill out HUCs.",In what biome(s) is this research conducted? ,"If the paper has a smaller spatial extent than the Pacific Northwest, what HUC 6 watersheds was the study in? (Select watershed if in Canada; leave out the starting ""17"").",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address? ,List concerns or uncertainty when coding this paper. ,Copy and paste or summarize content related to our research questions. ,Copy and paste or summarize content related to research in mountainous environments. 
1/5/2018 8:56:18,AM,"Climate change impacts on water management and irrigated agriculture in the Yakima River Basin, Washington, USA.",31,Impacts,Projected impacts,Point or plot scale,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","46.5940395,-120.61813","Grassland: temperate, Forest: temperate",0300 - Yakima,"Gridded, Points in an observation network (e.g. SNOTEL)","Hydrology, Economics","Temperature, Precipitation, Streamflow/stream forecasting, Water quantity, Agriculture",,,
1/18/2018 11:39:16,MF,"Climate change impacts on water management and irrigated agriculture in the Yakima River Basin, Washington, USA.",31,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","46.7482648,-120.8495728","Alpine/tundra, Grassland: temperate, Forest: temperate, Freshwater: streams and rivers",0300 - Yakima,"Gridded, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Hydrology,"Temperature, Precipitation, Streamflow/stream forecasting, Water quantity, Agriculture",,,
12/13/2017 15:45:02,PE,"Climate change impacts on water management and irrigated agriculture in the Yakima River Basin, Washington, USA",31,Impacts,Projected impacts,100 km2 - 500 km2 (HUC 12 is 100 km2),100 km2 - 500 km2 (HUC 12 is 100 km2),"46.7312461,-120.7168626",,0300 - Yakima,"Gridded, Point data NOT collected specifically for this study",Hydrology,Agriculture,,,
1/5/2018 9:00:33,AM,Climate-induced changes in lake ecosystem structure inferred from coupled neo- and paleoecological approaches.,32,Impacts,Climate change implications,Point or plot scale,Point or plot scale,"48.6689632,-113.7796829",Alpine tundra,0102 - Pend Oreille,Point data collected specifically for this study,Ecology,"Lacustrine Systems, Diatoms",,,
2/4/2018 18:17:41,CMC,"Genetic architecture and phenotypic plasticity of thermally-regulated traits in an eruptive species, Dendroctonus ponderosae",32,Impacts,Climate change implications,Point or plot scale,Western US and/or Western US plus Canada,"One point in CRB stanley, ID: 44.14157, -114.89354",Forest: temperate,,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)","Forestry, Ecology","Temperature, Precipitation, Pests and disease, Range Shifts, Timber production/Silviculture",,,
2/4/2018 20:01:16,CMC,Climate-induced changes in lake ecosystem structure inferred from coupled neo- and paleoecological approaches,32,None of these or not in the CRB,,,,,,,,,,pretty paleo focused and the study plots aren't really in the CRB. The GNP plot is close. ,Maybe of interest for lake systems in mountains,
1/5/2018 9:18:40,AM,Potential economic benefits of adapting agricultural production systems to future climate change.,33,Adaptation,,Point or plot scale,Point or plot scale,"48.2934273,-115.0708344",Grassland: temperate,0102 - Pend Oreille,"Gridded, Primary social data (e.g., interviews conducted for this study), Secondary social data (e.g., census data, existing survey data)",Economics,"Temperature, Precipitation, Agriculture, Management",,,
2/2/2018 9:39:41,SH,Potential economic benefits of adapting agricultural production systems to future climate change.,33,Adaptation AND Impacts,Projected impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"48.0608003,-118.467252",Grassland: temperate,0102 - Pend Oreille,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study, Secondary social data (e.g., census data, existing survey data), Policy data","Economics, Policy or management","Temperature, Precipitation, Agriculture, Management",,,
1/5/2018 9:24:19,AM,Temperature-driven range expansion of an irruptive insect heightened by weakly coevolved plant defenses.,34,Impacts,Climate change implications,Point or plot scale,Point or plot scale,"43.8469012,-110.4058205",Forest: temperate,0401 - Snake headwaters,Point data collected specifically for this study,Ecology,"Temperature, Pests and disease, Forest Ecology",,,
1/31/2018 21:48:04,PE,Temperature-driven range expansion of an irruptive insect heightened by weakly coevolved plant defenses.,34,None of these or not in the CRB,,,,,,,,,,Both site locations in WY but outside the Yellowstone/Teton divide ,,
2/16/2018 14:22:35,AM,Geographic variation in growth response of Douglas-fir to interannual climate variability and projected climate change.,35,Impacts,"Projected impacts, Climate change implications",Point or plot scale,Western US and/or Western US plus Canada,Western United States,Forest: temperate,,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)","Forestry, Ecology","Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Dendrochronology",,,
1/3/2018 15:06:38,MF,Geographic variation in growth response of Douglas-fir to interannual climate variability and projected climate change.,35,Impacts,"Projected impacts, Observed impacts",Point or plot scale,"Western US and/or Western US plus Canada, Western North America",Columbia River Basin,"Alpine tundra, Forest: temperate",,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study",Geography,"Temperature, Precipitation, Dendrochronology",,,
1/5/2018 9:29:13,AM,Climate change effects on stream and river temperatures across the northwest U.S. from 1980-2009 and implications for salmonid fishes.,36,Impacts,Observed impacts,Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,Freshwater: streams and rivers,,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Streamflow/stream forecasting, Water quality, Water quantity, Salmon, Aquatic habitat, Management",,,
1/17/2018 12:37:04,DH,Climate change effects on stream and river temperatures across the northwest U.S. from 1980-2009 and implications for salmonid fishes.,36,Impacts,Observed impacts,Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","Washington, Oregon, Idaho, Montana",Freshwater: streams and rivers,,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, River geomorphology and restoration, Groundwater, Water quality, Water quantity, Salmon, Non-anadromous fish, Aquatic habitat, Range Shifts, Policy, Management",,,
1/5/2018 9:34:31,AM,Staying the Course: Collaborative Modeling to Support Adaptive and Resilient Water Resource Governance in the Inland Northwest,37,Adaptation,,Point or plot scale,>10km2 - 100km2 (smaller than HUC 12),"46.7348917,-117.0359024","Grassland: temperate, Forest: temperate","0103 - Spokane, 0601 - Lower Snake","Primary social data (e.g., interviews conducted for this study)",Anthropology/sociology,"Community resilience (human), Attitudes and Beliefs, Management, collaborative modeling",Data isn't really spatial; not sure this paper is well captured by our survey.,,
2/4/2018 20:03:20,CMC,"Staying the Course: Collaborative Modeling to 
 Support Adaptive and Resilient Water Resource Governance in the Inland Northwest",37,this is the same as paper #18,,,,,,,,,,,,
1/3/2018 15:15:24,MF,Carbon isotope variation in Douglas-fir foliage: improving the C13-climate relationship.,38,None of these or not in the CRB,,,,,,,,,,,,
2/3/2018 18:46:30,PE,"Carbon isotope variation in Douglas-fir foliage: improving the
&13C--climate relationship",38,Impacts,,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","44.4381789,-121.5159105",,"0703 - Deschutes, 0900 - Willamette",Point data collected specifically for this study,Forestry,"Temperature, Forest Ecology, Dendrochronology, tree physiology",,,
1/5/2018 9:39:34,AM,Assessing the restoration potential of altered rangeland ecosystems in the Interior Columbia Basin.,39,Adaptation,,900m2 - 1km2,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,Grassland: temperate,,"Primary social data (e.g., interviews conducted for this study)","Policy or management, Ecology","Terrestrial wildlife, Species Invasion, Wildfire, Management",,,
1/18/2018 11:50:04,MF,Assessing the restoration potential of altered rangeland ecosystems in the Interior Columbia Basin.,39,Adaptation,,unknown,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Columbia River Basin,"Grassland: temperate, Desert: semi-arid desert",,"Gridded, Point data NOT collected specifically for this study, Primary social data (e.g., interviews conducted for this study), Polygon data (soils, vegetation, climate)","Policy or management, Ecology","Terrestrial wildlife, Range Shifts, Wildfire, Forest Ecology, Management",,,
1/5/2018 9:45:41,AM,Implications of climate change on wind erosion of agricultural lands in the Columbia plateau.,40,Impacts,Projected impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","46.8042336,-117.9381455",Grassland: temperate,"0200 - Upper Columbia, 0601 - Lower Snake, 0701 - Middle Columbia",Point data collected specifically for this study,Policy or management,"Agriculture, Soils, Management, Wind",,,
2/4/2018 20:10:19,CMC,Implications of climate change on wind erosion of agricultural land in the Columbia Plateau,40,Impacts,Climate change implications,>1km2 - 10km2 (city of Moscow is 2.6 km2),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","46.959876, -118.611380; 45.482697, -120.742472; 46.811733, -117.896606","Grassland: temperate, Forest: temperate","0200 - Upper Columbia, 0300 - Yakima, 0601 - Lower Snake, 0701 - Middle Columbia","Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Meteorology and Climatology,"Temperature, Precipitation, Agriculture, Soils, Erosion, Wind",mountainous contributions questionable ,,
1/5/2018 9:47:03,AM,An integrated site characterization-to-optimization study for commercial-scale carbon dioxide storage.,41,None of these or not in the CRB,,,,,,,,,,"Not about mountainous areas, not really in CRB.",,
2/7/2018 19:49:05,SH,An integrated site characterization-to-optimization study for commercial-scale carbon dioxide storage.,41,None of these or not in the CRB,,,,,,,,,,"One of the few mitigation (geoengineering), but not in CRB",,
1/10/2018 17:54:34,AM,Changing growth response to wildfire in old-growth ponderosa pine trees in montane forests of north central Idaho.,42,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"46.1224168,-115.495692",Forest: temperate,0603 - Clearwater,"Gridded, Point data collected specifically for this study, Point data NOT collected specifically for this study","Forestry, Ecology","Temperature, Precipitation, Wildfire, Dendrochronology, Management, Carbon Emissions",,,
1/3/2018 15:26:23,MF,Changing growth response to wildfire in old-growth ponderosa pine trees in montane forests of north central Idaho.,42,Impacts,"Observed impacts, Climate change implications",Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),,Forest: temperate,0402 - Upper Snake,Point data NOT collected specifically for this study,Ecology,"Wildfire, Forest Ecology, Dendrochronology",,,
1/18/2018 12:17:56,DH,Recruitment limitation of long-lived conifers: implications for climate change responses,43,Impacts,Climate change implications,Point or plot scale,500 km2 - 1500 km2 (HUC 10 is 587 km2),"46.8597651,-121.9951044",Alpine/tundra,"0701 - Middle Columbia, 0800 - Lower Columbia",Point data collected specifically for this study,"Biology, Ecology","Temperature, Precipitation, Snow, Range Shifts, Forest Ecology",Mt. Rainier is a tough one to just blindly include. I remain suspicious.,,
1/3/2018 15:41:25,MF,Recruitment limitation of long-lived conifers: implications for climate change responses,43,Impacts,"Observed impacts, Climate change implications",Point or plot scale,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","46.888366,-122.1713215; 46.7502934,-121.8477974",Forest: temperate,"0300 - Yakima, 0800 - Lower Columbia",Point data collected specifically for this study,Forestry,"Timber production/Silviculture, Forest Ecology",,,
1/29/2018 14:06:32,AM,"Elevational Dependence of Air Temperature Variability and Trends in British Columbia's Cariboo Mountains, 1950-2010",44,,,,,,,,,,,"Couldn't get full text. Sounds relevant otherwise, though I have some questions about data quality. ",,
