Timestamp,name,title,paper_id,"Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation?","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,Select at least one option every time. Which HUC 6 watershed(s) did the study take place?,"Enter place name and GPS points if they are easily identifiable (e.g., study includes point data).",What discipline(s) does this study address?,What topic(s) does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
5/8/2018 1:20:38,mf,declining mountain snowpack in western north america,308,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,"meteorology and climatology, hydrology","temperature, precipitation, snow, climate oscilations (enso, pdo)",NA,NA,NA,no
5/9/2018 12:18:05,mf,fire-induced erosion and millennialscale climate change in northern ponderosa pine forests,309,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","boise river, 43.8207316,-117.0960299; yellowstone, 44.3496074,-110.7519439","forestry, ecology","temperature, precipitation, wildfire, timber production/silviculture, forest ecology, dendrochronology",NA,NA,NA,yes
7/5/2018 8:58:27,cc,fire-induced erosion and millennialscale climate change in northern ponderosa pine forests,309,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","boise river, 43.8207316,-117.0960299; yellowstone, 44.3496074,-110.7519439","forestry, ecology","temperature, precipitation, wildfire, timber production/silviculture, forest ecology, dendrochronology",NA,NA,NA,yes
5/9/2018 16:08:36,mf,characteristics of the western united states snowpack from snowpack telemetry (snotel) data,310,impacts,no,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,"meteorology and climatology, hydrology","temperature, precipitation, snow",NA,NA,NA,no
5/21/2018 14:17:54,am,characteristics of the western united states snowpack from snowpack telemetry (snotel) data,310,impacts,no,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,"meteorology and climatology, hydrology","temperature, precipitation, snow",NA,NA,NA,no
7/5/2018 10:55:34,am,"carbon implications of current and future effects of drought, fire and management on pacific northwest forests",311,mitigation,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,"forestry, ecology","temperature, precipitation, timber production/silviculture, forest ecology, management, carbon emissions",NA,NA,NA,no
5/9/2018 12:27:02,mf,"carbon implications of current and future effects of drought, fire and management on pacific northwest forests",311,mitigation,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,"forestry, ecology","temperature, precipitation, timber production/silviculture, forest ecology, management, carbon emissions",NA,NA,NA,no
5/15/2018 12:33:20,mf,projected future vegetation changes for the northwest united states and southwest canada at a fine spatial resolution using a dynamic global vegetation model,312,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate, desert: semi-arid desert",western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology, management, plant ecology",NA,NA,NA,no
6/8/2018 10:29:54,sh,projected future vegetation changes for the northwest united states and southwest canada at a fine spatial resolution using a dynamic global vegetation model,312,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate, desert: semi-arid desert",western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology, management, plant ecology",NA,NA,NA,no
5/9/2018 20:29:13,mf,sensitivity of soil water availability to changing snowmelt timing in the western us,313,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,hydrology,"precipitation, snow, streamflow/stream forecasting, groundwater, water quantity, soils",NA,NA,NA,no
6/18/2018 10:19:23,pe,sensitivity of soil water availability to changing snowmelt timing in the western us,313,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,hydrology,"precipitation, snow, streamflow/stream forecasting, groundwater, water quantity, soils",NA,NA,NA,no
5/3/2018 12:47:21,am,snow cover variability in a forest ecotone of the oregon cascades via modis terra products,314,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",0900 - willamette (hj andrews experimental forest),na/not appropriate for point data,hydrology,"temperature, precipitation, snow, climate oscilations (enso, pdo)",NA,NA,NA,no
5/8/2018 15:15:30,mf,snow cover variability in a forest ecotone of the oregon cascades via modis terra products,314,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",0900 - willamette (hj andrews experimental forest),na/not appropriate for point data,hydrology,"temperature, precipitation, snow, climate oscilations (enso, pdo)",NA,NA,NA,no
5/9/2018 16:16:45,mf,"epiphytic macrolichen indication of air quality and climate in interior forested mountains of the pacific northwest, usa",315,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0200 - upper columbia, 0601 - lower snake, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0800 - lower columbia (southeast mount rainier)",na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology, air quality; lichen",NA,NA,NA,yes
5/22/2018 14:14:48,am,"epiphytic macrolichen indication of air quality and climate in interior forested mountains of the pacific northwest, usa",315,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0200 - upper columbia, 0601 - lower snake, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0800 - lower columbia (southeast mount rainier)",na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology, air quality; lichen",NA,NA,NA,yes
5/15/2018 12:41:43,mf,mountain landscapes offer few opportunities for high-elevation tree species migration,317,impacts,yes,no,"alpine/tundra, forest: temperate",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology",NA,NA,NA,no
6/8/2018 12:26:33,sh,mountain landscapes offer few opportunities for high-elevation tree species migration,317,impacts,yes,no,"alpine/tundra, forest: temperate",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology",NA,NA,NA,no
5/3/2018 12:50:28,am,"a spatiotemporal pattern analysis of historical mountain pine beetle outbreaks in british columbia, canada",319,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,"biology, ecology","temperature, species invasion, pests and disease, species range shifts, forest ecology",NA,NA,NA,no
5/8/2018 15:21:42,mf,"a spatiotemporal pattern analysis of historical mountain pine beetle outbreaks in british columbia, canada",319,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,"biology, ecology","temperature, species invasion, pests and disease, species range shifts, forest ecology",NA,NA,NA,no
5/9/2018 12:48:55,mf,bull trout trends in abundance and probabilities of persistence in idaho,321,impacts,no,no,"freshwater: ponds and lakes, freshwater: streams and rivers","larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all idaho,this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, precipitation, streamflow/stream forecasting, water quality, water quantity, non-anadromous fish, aquatic habitat",NA,NA,NA,yes
7/5/2018 9:01:02,cc,bull trout trends in abundance and probabilities of persistence in idaho,321,impacts,no,no,"freshwater: ponds and lakes, freshwater: streams and rivers","larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all idaho,this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, precipitation, streamflow/stream forecasting, water quality, water quantity, non-anadromous fish, aquatic habitat",NA,NA,NA,yes
5/9/2018 20:48:25,mf,population connectivity and genetic diversity of american marten (martes americana) in the united states northern rocky mountains in a climate change context,324,impacts,yes,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane (mica cr. exp. watershed), 0603 - clearwater (includes bitterroot mt.s)",na/not appropriate for point data,"meteorology and climatology, biology","temperature, precipitation, snow, terrestrial wildlife, species range shifts, forest ecology, management",NA,NA,NA,no
6/18/2018 10:39:58,pe,population connectivity and genetic diversity of american marten (martes americana) in the united states northern rocky mountains in a climate change context,324,impacts,yes,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane (mica cr. exp. watershed), 0603 - clearwater (includes bitterroot mt.s)",na/not appropriate for point data,"meteorology and climatology, biology","temperature, precipitation, snow, terrestrial wildlife, species range shifts, forest ecology, management",NA,NA,NA,no
