reviewer,title,paper_id,inclusion_IAM,impacts,resolution,extent,location,biome,huc6,data_type,discipline,topic,concerns,notes1,notes2
AM,"Genetic architecture and phenotypic plasticity of thermally-regulated traits in an eruptive species, Dendroctonus ponderosae",30,Impacts,Climate change implications,Point or plot scale,Western US and/or Western US plus Canada,"44.14157,-115.1736914",Forest: temperate,0602 - Salmon,"Point data collected specifically for this study, Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Ecology,"Temperature, Precipitation, Pests and disease, Range Shifts, Timber production/Silviculture, Forest Ecology",Climate change connection is a little tenuous.,NA,NA
CMC,"Genetic architecture and phenotypic plasticity of thermally-regulated traits in an eruptive species, Dendroctonus ponderosae",30,Impacts,Climate change implications,Point or plot scale,Western US and/or Western US plus Canada,"One point in CRB stanley, ID: 44.14157, -114.89354",Forest: temperate,0602 - Salmon,"Point data collected specifically for this study, Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Ecology,"Temperature, Precipitation, Pests and disease, Range Shifts, Timber production/Silviculture, Forest Ecology",NA,NA,NA
AM,"Climate change impacts on water management and irrigated agriculture in the Yakima River Basin, Washington, USA",31,Impacts,Projected impacts,Point or plot scale,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","46.268226,-119.314407","Grassland: temperate, Forest: temperate",0300 - Yakima,"Gridded, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Agriculture, Economics",NA,NA,NA
AM,"Climate change impacts on water management and irrigated agriculture in the Yakima River Basin, Washington, USA.",31,Impacts,Projected impacts,Point or plot scale,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","46.5940395,-120.61813","Grassland: temperate, Forest: temperate",0300 - Yakima,"Gridded, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Agriculture, Economics",NA,NA,NA
MF,"Climate change impacts on water management and irrigated agriculture in the Yakima River Basin, Washington, USA.",31,Impacts,Projected impacts,Point or plot scale,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","46.7482648,-120.8495728","Grassland: temperate, Forest: temperate",0300 - Yakima,"Gridded, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Agriculture, Economics",NA,NA,NA
PE,"Climate change impacts on water management and irrigated agriculture in the Yakima River Basin, Washington, USA",31,Impacts,Projected impacts,100 km2 - 500 km2 (HUC 12 is 100 km2),"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","46.7312461,-120.7168626","Grassland: temperate, Forest: temperate",0300 - Yakima,"Gridded, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Agriculture, Economics",NA,NA,NA
AM,Climate-induced changes in lake ecosystem structure inferred from coupled neo- and paleoecological approaches.,32,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,Point data collected specifically for this study,Ecology,"Lacustrine Systems, Diatoms",NA,NA,NA
CMC,Climate-induced changes in lake ecosystem structure inferred from coupled neo- and paleoecological approaches,32,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,Point data collected specifically for this study,Ecology,"Lacustrine Systems, Diatoms",pretty paleo focused and the study plots aren't really in the CRB. The GNP plot is close.,Maybe of interest for lake systems in mountains,NA
AM,Potential economic benefits of adapting agricultural production systems to future climate change.,33,Adaptation,Projected impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"48.2934273,-115.0708344",Grassland: temperate,0102 - Pend Oreille,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study, Secondary social data (e.g., census data, existing survey data), Policy data","Economics, Policy or management","Temperature, Precipitation, Agriculture, Management",NA,NA,NA
SH,Potential economic benefits of adapting agricultural production systems to future climate change.,33,Adaptation,Projected impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"48.0608003,-118.467252",Grassland: temperate,0102 - Pend Oreille,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study, Secondary social data (e.g., census data, existing survey data), Policy data","Economics, Policy or management","Temperature, Precipitation, Agriculture, Management",NA,NA,NA
AM,Temperature-driven range expansion of an irruptive insect heightened by weakly coevolved plant defenses.,34,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,Point data collected specifically for this study,Ecology,"Temperature, Pests and disease, Forest Ecology",NA,NA,NA
PE,Temperature-driven range expansion of an irruptive insect heightened by weakly coevolved plant defenses.,34,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,Ecology,"Temperature, Pests and disease, Forest Ecology",Both site locations in WY but outside the Yellowstone/Teton divide,NA,NA
AM,Geographic variation in growth response of Douglas-fir to interannual climate variability and projected climate change.,35,Impacts,"Projected impacts, Climate change implications",Point or plot scale,Western US and/or Western US plus Canada,Western United States,Forest: temperate,All in CRB U.S.,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study",Biology,"Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Dendrochronology",NA,NA,NA
MF,Geographic variation in growth response of Douglas-fir to interannual climate variability and projected climate change.,35,Impacts,"Projected impacts, Climate change implications",Point or plot scale,Western US and/or Western US plus Canada,Columbia River Basin,Forest: temperate,All in CRB U.S.,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study",Biology,"Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Dendrochronology",NA,NA,NA
AM,Climate change effects on stream and river temperatures across the northwest U.S. from 1980-2009 and implications for salmonid fishes.,36,Impacts,Observed impacts,Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,Freshwater: streams and rivers,All in CRB U.S.,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, River geomorphology and restoration, Groundwater, Water quality, Water quantity, Salmon, Non-anadromous fish, Aquatic habitat, Range Shifts, Policy, Management",NA,NA,NA
DH,Climate change effects on stream and river temperatures across the northwest U.S. from 1980-2009 and implications for salmonid fishes.,36,Impacts,Observed impacts,Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","Washington, Oregon, Idaho, Montana",Freshwater: streams and rivers,All in CRB U.S.,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, River geomorphology and restoration, Groundwater, Water quality, Water quantity, Salmon, Non-anadromous fish, Aquatic habitat, Range Shifts, Policy, Management",NA,NA,NA
AM,Staying the Course: Collaborative Modeling to Support Adaptive and Resilient Water Resource Governance in the Inland Northwest,37,Adaptation,NA,Point or plot scale,>10km2 - 100km2 (smaller than HUC 12),"46.7348917,-117.0359024",NA,NA,"Primary social data (e.g., interviews conducted for this study)",Anthropology/sociology,"Community resilience (human), Attitudes and Beliefs, Management, collaborative modeling",Data isn't really spatial; not sure this paper is well captured by our survey.,NA,NA
CMC,"Staying the Course: Collaborative Modeling to 
 Support Adaptive and Resilient Water Resource Governance in the Inland Northwest",37,Adaptation,NA,NA,>10km2 - 100km2 (smaller than HUC 12),NA,NA,NA,NA,Anthropology/sociology,"Community resilience (human), Attitudes and Beliefs, Management, collaborative modeling",NA,NA,NA
MF,Carbon isotope variation in Douglas-fir foliage: improving the C13-climate relationship.,38,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,Forestry,"Temperature, Forest Ecology, Dendrochronology, tree physiology",NA,NA,NA
PE,"Carbon isotope variation in Douglas-fir foliage: improving the
&13C--climate relationship",38,None of these or not in the CRB,NA,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","44.4381789,-121.5159105",NA,NA,Point data collected specifically for this study,Forestry,"Temperature, Forest Ecology, Dendrochronology, tree physiology",NA,NA,NA
AM,Assessing the restoration potential of altered rangeland ecosystems in the Interior Columbia Basin.,39,Adaptation,NA,900m2 - 1km2,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,"Grassland: temperate, Desert: semi-arid desert",All in CRB U.S.,"Gridded, Point data NOT collected specifically for this study, Primary social data (e.g., interviews conducted for this study)","Policy or management, Ecology","Terrestrial wildlife, Range Shifts, Wildfire, Forest Ecology, Management",NA,NA,NA
MF,Assessing the restoration potential of altered rangeland ecosystems in the Interior Columbia Basin.,39,Adaptation,NA,unknown,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,"Grassland: temperate, Desert: semi-arid desert",All in CRB U.S.,"Gridded, Point data NOT collected specifically for this study, Primary social data (e.g., interviews conducted for this study)","Policy or management, Ecology","Terrestrial wildlife, Range Shifts, Wildfire, Forest Ecology, Management",NA,NA,NA
AM,Implications of climate change on wind erosion of agricultural lands in the Columbia plateau.,40,Impacts,"Climate change implications, Projected impacts",Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","46.8042336,-117.9381455",Grassland: temperate,"0200 - Upper Columbia, 0300 - Yakima, 0601 - Lower Snake, 0701 - Middle Columbia","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Meteorology and Climatology,"Temperature, Precipitation, Agriculture, Soils, Erosion, Wind, Management",NA,NA,NA
CMC,Implications of climate change on wind erosion of agricultural land in the Columbia Plateau,40,Impacts,"Climate change implications, Projected impacts",>1km2 - 10km2 (city of Moscow is 2.6 km2),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","46.959876, -118.611380; 45.482697, -120.742472; 46.811733, -117.896606",Grassland: temperate,"0200 - Upper Columbia, 0300 - Yakima, 0601 - Lower Snake, 0701 - Middle Columbia","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Meteorology and Climatology,"Temperature, Precipitation, Agriculture, Soils, Erosion, Wind, Management",mountainous contributions questionable,NA,NA
AM,An integrated site characterization-to-optimization study for commercial-scale carbon dioxide storage.,41,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not about mountainous areas, not really in CRB.",NA,NA
