reviewer,title,paper_id,inclusion_IAM,projected,observed,biome,extent,huc6,location,discipline,topic,concerns,notes1,notes2,new_data
sh,projected future vegetation changes for the northwest united states and southwest canada at a fine spatial resolution using a dynamic global vegetation model,312,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate, desert: semi-arid desert",western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology, management, plant ecology",NA,NA,NA,no
mf,sensitivity of soil water availability to changing snowmelt timing in the western us,313,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,hydrology,"precipitation, snow, streamflow/stream forecasting, groundwater, water quantity, soils",NA,NA,NA,no
pe,sensitivity of soil water availability to changing snowmelt timing in the western us,313,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,hydrology,"precipitation, snow, streamflow/stream forecasting, groundwater, water quantity, soils",NA,NA,NA,no
am,snow cover variability in a forest ecotone of the oregon cascades via modis terra products,314,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",0900 - willamette (hj andrews experimental forest),na/not appropriate for point data,hydrology,"temperature, precipitation, snow, climate oscilations (enso, pdo)",NA,NA,NA,no
mf,snow cover variability in a forest ecotone of the oregon cascades via modis terra products,314,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",0900 - willamette (hj andrews experimental forest),na/not appropriate for point data,hydrology,"temperature, precipitation, snow, climate oscilations (enso, pdo)",NA,NA,NA,no
mf,"epiphytic macrolichen indication of air quality and climate in interior forested mountains of the pacific northwest, usa",315,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0200 - upper columbia, 0601 - lower snake, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0800 - lower columbia (southeast mount rainier)",na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology, air quality; lichen",NA,NA,NA,yes
am,"epiphytic macrolichen indication of air quality and climate in interior forested mountains of the pacific northwest, usa",315,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0200 - upper columbia, 0601 - lower snake, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0800 - lower columbia (southeast mount rainier)",na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology, air quality; lichen",NA,NA,NA,yes
mf,mountain landscapes offer few opportunities for high-elevation tree species migration,317,impacts,yes,no,"alpine/tundra, forest: temperate",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology",NA,NA,NA,no
sh,mountain landscapes offer few opportunities for high-elevation tree species migration,317,impacts,yes,no,"alpine/tundra, forest: temperate",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology",NA,NA,NA,no
am,"a spatiotemporal pattern analysis of historical mountain pine beetle outbreaks in british columbia, canada",319,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,"biology, ecology","temperature, species invasion, pests and disease, species range shifts, forest ecology",NA,NA,NA,no
mf,"a spatiotemporal pattern analysis of historical mountain pine beetle outbreaks in british columbia, canada",319,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,"biology, ecology","temperature, species invasion, pests and disease, species range shifts, forest ecology",NA,NA,NA,no
mf,bull trout trends in abundance and probabilities of persistence in idaho,321,impacts,no,no,"freshwater: ponds and lakes, freshwater: streams and rivers","larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all idaho,this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, precipitation, streamflow/stream forecasting, water quality, water quantity, non-anadromous fish, aquatic habitat",NA,NA,NA,yes
cc,bull trout trends in abundance and probabilities of persistence in idaho,321,impacts,no,no,"freshwater: ponds and lakes, freshwater: streams and rivers","larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all idaho,this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, precipitation, streamflow/stream forecasting, water quality, water quantity, non-anadromous fish, aquatic habitat",NA,NA,NA,yes
mf,population connectivity and genetic diversity of american marten (martes americana) in the united states northern rocky mountains in a climate change context,324,impacts,yes,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane (mica cr. exp. watershed), 0603 - clearwater (includes bitterroot mt.s)",na/not appropriate for point data,"meteorology and climatology, biology","temperature, precipitation, snow, terrestrial wildlife, species range shifts, forest ecology, management",NA,NA,NA,no
pe,population connectivity and genetic diversity of american marten (martes americana) in the united states northern rocky mountains in a climate change context,324,impacts,yes,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane (mica cr. exp. watershed), 0603 - clearwater (includes bitterroot mt.s)",na/not appropriate for point data,"meteorology and climatology, biology","temperature, precipitation, snow, terrestrial wildlife, species range shifts, forest ecology, management",NA,NA,NA,no
mf,"the relative influence of temperature, moisture and their interaction on range limits of mammals over the past century",325,impacts,no,yes,"alpine/tundra, grassland: temperate, forest: temperate, desert: semi-arid desert",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, terrestrial wildlife, species range shifts, forest ecology",NA,NA,NA,no
am,"the relative influence of temperature, moisture and their interaction on range limits of mammals over the past century",325,impacts,no,yes,"alpine/tundra, grassland: temperate, forest: temperate, desert: semi-arid desert",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, terrestrial wildlife, species range shifts, forest ecology",NA,NA,NA,no
am,spatial and temporal change in the hydro-climatology of the canadian portion of the columbia river basin under multiple emissions scenarios,327,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, all in crb canada",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, water quantity, soils",NA,NA,NA,no
cc,spatial and temporal change in the hydro-climatology of the canadian portion of the columbia river basin under multiple emissions scenarios,327,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, all in crb canada",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, water quantity, soils","this paper has so many figures, they might be useful for our analysis...",good study for thinking about the geography of the ucrb in canada,"mean annual streamflow is projected to increase twice as fast
in the northern, higher elevation, columbia river basin than in the southern kootenay river basin---terrain variability plays a major role in the hydrology of
mountainous regions, particularly in the way that it affects
the spatial variability of snow accumulation and ablation.",no
