"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CGWK7I4A","book","2004","Koontz, Tomas M.","Collaborative environmental management: What roles for government?","","","","","https://books.google.com/books?hl=en&lr=&id=ZVTy5FCLJywC&oi=fnd&pg=PR7&dq=Collaborative+environmental+management:+What+roles+for+government%3F&ots=w9BBQkAUo5&sig=SvjUWvoWKwopDRy0_043DjN-tWs","","2004","2016-10-13 13:31:16","2016-10-13 13:31:16","2016-10-13 13:31:16","","","","","","","Collaborative environmental management","","","","","Resources for the Future","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\ZMZCRE25\books.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CH68PCW8","journalArticle","2014","Sivapalan, M.; Konar, M.; Srinivasan, V.; Chhatre, A.; Wutich, A.; Scott, C. A.; Wescoat, J. L.; Rodríguez-Iturbe, I.","Socio-hydrology: Use-inspired water sustainability science for the Anthropocene: COMMENTARY","Earth's Future","","23284277","10.1002/2013EF000164","http://doi.wiley.com/10.1002/2013EF000164","","2014-04","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","225-230","","4","2","","","Socio-hydrology","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJZEKRUQ","case","1945","","Nebraska v. Wyoming, 325 U.S. 618","","","","","","","1945","2016-02-25 18:08:46","2016-02-25 18:10:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CSVK9NV8","document","","","Frenkel, R. and J. Morlan. 1991. Can We Restore Our Salt Marshes? Lessons from the Salmon River, Oregon. From: Northwest Environmental Journal. Volume 7. p. 119-135.","","","","","","","","2016-10-13 21:58:12","2016-10-13 21:58:12","","","","","","","","Frenkel, R. and J. Morlan. 1991. Can We Restore Our Salt Marshes?","","","","","","","","","","","","search.lib.uidaho.edu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTBZ6QU7","journalArticle","1993","Goodchild, Michael F.; Anselin, Luc; Deichmann, Uwe","A framework for the areal interpolation of socioeconomic data","Environment and Planning A","","","","http://epn.sagepub.com/content/25/3/383.short","","1993","2016-02-24 01:45:28","2016-02-24 01:45:28","2016-02-24 01:45:28","383–397","","3","25","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\NAP3GQAS\383.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUKWNGQQ","journalArticle","","","The role of trust in restoration success: Public engagement and temporal and spatial scale in a complex social-ecological system (PDF Download Available)","ResearchGate","","","http://dx.doi.org/10.1111/rec.12188","https://www.researchgate.net/publication/273206479_The_role_of_trust_in_restoration_success_Public_engagement_and_temporal_and_spatial_scale_in_a_complex_social-ecological_system","Official Full-Text Publication: The role of trust in restoration success: Public engagement and temporal and spatial scale in a complex social-ecological system on ResearchGate, the professional network for scientists.","","2017-02-16 20:05:00","2017-02-16 20:05:00","2017-02-16 20:05:00","","","","","","","The role of trust in restoration success","","","","","","","","","","","","www.researchgate.net","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\XGCZ22AP\273206479_The_role_of_trust_in_restoration_success_Public_engagement_and_temporal_and_spatial_s.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D2KWAXZB","case","1921","","Colorado River Compact","","","","","https://www.usbr.gov/lc/region/pao/pdfiles/crcompct.pdf","","1921-08-19","2016-02-26 15:19:44","2016-02-26 15:20:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D35W65J5","journalArticle","2007","Benda, Lee; Miller, Daniel; Andras, Kevin; Bigelow, Paul; Reeves, Gordon; Michael, David","NetMap: a new tool in support of watershed science and resource management","Forest Science","","","","http://www.ingentaconnect.com/content/saf/fs/2007/00000053/00000002/art00009","","2007","2016-06-09 20:39:43","2016-06-09 20:39:43","2016-06-09 20:39:43","206–219","","2","53","","","NetMap","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\5K3M32MX\art00009.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4HB39ER","journalArticle","2001","Lambert, David","Liminal Figures: Poor Whites, Freedmen, and Racial Reinscription in Colonial Barbados","Environment and Planning D: Society and Space","","0263-7758, 1472-3433","10.1068/d37j","http://epd.sagepub.com/lookup/doi/10.1068/d37j","","2001-06","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","335-350","","3","19","","","Liminal Figures","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D5AC848H","journalArticle","2013","Seidl, Roman; Stauffacher, Michael","Evaluation of river restoration by local residents: River Restoration","Water Resources Research","","00431397","10.1002/2013WR013988","http://doi.wiley.com/10.1002/2013WR013988","","2013-10","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","7077-7087","","10","49","","","Evaluation of river restoration by local residents","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6MSQIMS","journalArticle","2006","Throop, William; Purdom, Rebecca","Wilderness Restoration: The Paradox of Public Participation","Restoration Ecology","","1061-2971, 1526-100X","10.1111/j.1526-100X.2006.00160.x","http://doi.wiley.com/10.1111/j.1526-100X.2006.00160.x","","2006-12","2017-02-16 04:32:21","2017-02-16 04:32:21","2017-02-16 04:32:21","493-499","","4","14","","","Wilderness Restoration","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6VGP4WQ","journalArticle","2004","Payne, Jeffrey T.; Wood, Andrew W.; Hamlet, Alan F.; Palmer, Richard N.; Lettenmaier, Dennis P.","Mitigating the effects of climate change on the water resources of the Columbia River basin","Climatic Change","","","","http://link.springer.com/article/10.1023/B:CLIM.0000013694.18154.d6","","2004","2016-04-27 16:30:38","2016-04-27 16:30:38","2016-04-27 16:30:38","233–256","","1-3","62","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\HV4JPMBG\BCLIM.0000013694.18154.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D97XH58Q","journalArticle","2009","Martin, Lauren L.; Mitchelson, Matthew L.","Geographies of detention and imprisonment: interrogating spatial practices of confinement, discipline, law, and state power","Geography Compass","","","","http://onlinelibrary.wiley.com/doi/10.1111/j.1749-8198.2008.00196.x/full","","2009","2017-02-21 04:42:33","2017-02-21 04:42:33","2017-02-21 04:42:33","459–477","","1","3","","","Geographies of detention and imprisonment","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\PMBEVTJF\full.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9GUMB5H","journalArticle","2014","Robison, Jason A.; MacDonnell, Lawrence J.","Arizona v. California & the Colorado River Compact: Fifty Years Ago, Fifty Years Ahead","","","","","http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2380252","","2014","2016-02-24 02:07:27","2016-02-24 02:07:27","2016-02-24 02:07:27","","","","","","","Arizona v. California & the Colorado River Compact","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\6779CRM3\az-v-ca-robison-macdonnell.html; C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\MU2V4JI7\papers.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
